Unnamed: 0,posted_date,model_name,prices,depreation,reg_date,eng_cap,mileage,vehicle_type,status
0,2023-03-28,Audi A3 Sportback 1.4A TFSI S-tronic Ambition (New 10-yr COE),109900.0,10980.0,2013-05-28,1395.0,70000.0,Hatchback,Available
1,2023-03-28,Toyota 86 2.0A (New 10-yr COE),158000.0,15790.0,2013-05-07,1998.0,93000.0,Sports,Available
2,2023-03-28,Porsche Boxster 2.7A PDK,150000.0,196420.0,2013-10-01,2706.0,100000.0,Sports,Available
3,2023-03-28,Toyota Corolla Altis 1.6A Elegance,102888.0,13610.0,2019-12-20,1598.0,166000.0,Sedan,Available
4,2023-03-28,BMW 218i Gran Coupe M-Sport,166800.0,16410.0,2021-09-15,1499.0,16832.0,Luxury,Available
5,2023-03-28,BMW 5 Series 520i,50800.0,19600.0,2014-06-26,1997.0,130000.0,Luxury,Available
6,2023-03-28,Land Rover Range Rover 5.0A Supercharged Vogue (New 10-yr COE),258800.0,25860.0,2013-04-23,4999.0,41000.0,SUV,Available
7,2023-03-28,Honda Odyssey 2.4A Absolute,100800.0,19370.0,2017-06-23,2356.0,,MPV,Available
8,2023-03-28,Volkswagen Scirocco 1.4A TSI (COE till 07/2024),18800.0,13980.0,2009-09-23,1390.0,205000.0,Sports,Available
9,2023-03-28,Hyundai Avante 1.6A (COE till 04/2024),,,2009-05-26,1591.0,,Sedan,SOLD
10,2023-03-28,Renault Megane RS 2.0T 275 Trophy-R,158000.0,52800.0,2015-10-27,1998.0,33000.0,Sports,Available
11,2023-03-28,Volkswagen Jetta Sport 1.4A TSI (COE till 05/2027),51800.0,12460.0,2012-05-25,1390.0,66000.0,Sedan,Available
12,2023-03-28,Honda Civic 1.8A VTi-S G (COE till 09/2028),68800.0,12470.0,2008-10-24,1799.0,203000.0,Sedan,Available
13,2023-03-28,BMW 3 Series 316i,35800.0,16370.0,2014-08-29,1598.0,97000.0,Luxury,Available
14,2023-03-28,Honda N-Van Turbo Style Fun Honda Sensing,86800.0,9010.0,2022-11-11,658.0,9450.0,Van,Available
15,2023-03-28,Toyota Camry 2.5A,,,2016-08-25,2494.0,,Luxury,SOLD
16,2023-03-28,Mercedes-Benz CLA-Class CLA180,40888.0,27980.0,2014-05-02,1595.0,120000.0,Luxury,Available
17,2023-03-28,Tesla Model 3 Electric Standard Range Plus,205800.0,19790.0,2022-11-14,,6000.0,Luxury,Available
18,2023-03-28,Isuzu FRR90,136498.0,15980.0,2021-10-11,5193.0,21500.0,Truck,Available
19,2023-03-28,Nissan Cabstar,18000.0,14670.0,2014-06-19,2953.0,146000.0,Truck,Available
20,2023-03-28,Volkswagen Scirocco 1.4A TSI (COE till 12/2024),28888.0,16760.0,2009-12-17,1390.0,160000.0,Sports,Available
21,2023-03-28,Toyota Estima 2.4A Aeras Premium,105800.0,21860.0,2017-02-14,2362.0,55000.0,MPV,Available
22,2023-03-28,Hyundai Avante 1.6A (COE till 12/2024),22000.0,12470.0,2010-01-06,1591.0,115000.0,Sedan,Available
23,2023-03-28,Audi A3 Sedan 1.4A TFSI Ambiente,54800.0,15540.0,2016-04-29,1395.0,130000.0,Luxury,Available
24,2023-03-28,Kia Sorento Diesel 2.2A CRDi,68800.0,17160.0,2016-03-31,2199.0,130000.0,SUV,Available
25,2023-03-28,BMW Z4 sDrive20i M-Sport,258888.0,24250.0,2022-06-27,1998.0,7600.0,Sports,Available
26,2023-03-28,Audi A5 Coupe 2.0A TFSI Quattro (COE till 04/2029),88000.0,14440.0,2009-08-12,1984.0,166000.0,Sports,Available
27,2023-03-28,Toyota Vellfire 2.5A Elegance Moonroof,224000.0,33310.0,2019-01-25,2494.0,137000.0,MPV,Available
28,2023-03-28,Nissan Cabstar,70900.0,8720.0,2021-05-14,1998.0,75288.0,Truck,Available
29,2023-03-28,Mercedes-Benz A-Class A45 AMG 4MATIC,166000.0,34400.0,2017-03-01,1991.0,,Sports,Available
30,2023-03-28,Porsche 911 C4S Coupe Tip (COE till 09/2024),268000.0,177210.0,2004-10-20,3596.0,83000.0,Sports,Available
31,2023-03-28,Volkswagen Golf 1.4A TSI (COE till 10/2031),89988.0,10460.0,2011-11-30,1390.0,137000.0,Hatchback,Available
32,2023-03-28,Mitsubishi Lancer EX 1.5A GLS (COE till 07/2024),14600.0,10900.0,2009-07-30,1499.0,170000.0,Sedan,Available
33,2023-03-28,Kia K2500 Single-Cab,33900.0,11350.0,2016-03-23,2497.0,,Truck,Available
34,2023-03-28,Audi A3 Sportback 1.4A TFSI CoD S-tronic,129000.0,15610.0,2020-09-16,1395.0,49000.0,Hatchback,Available
35,2023-03-28,Mazda 2 1.5A,47800.0,12660.0,2016-08-17,1496.0,94000.0,Sedan,Available
36,2023-03-28,Porsche Boxster S 3.4A PDK (COE till 12/2032),245000.0,25280.0,2012-12-03,3436.0,64630.0,Sports,Available
37,2023-03-28,Honda City 1.5A (COE till 06/2023),3800.0,,2008-06-12,1497.0,,Sedan,Available
38,2023-03-28,Audi S4 Avant 3.0A TFSI Quattro (COE till 11/2029),113800.0,17030.0,2009-12-10,2995.0,164000.0,Stationwagon,Available
39,2023-03-28,BMW 3 Series 325i Cabriolet (COE till 02/2033),58800.0,5930.0,2023-02-23,2693.0,,Sedan,Available
40,2023-03-28,Mercedes-Benz C-Class C180 Avantgarde,58000.0,29040.0,2014-10-02,1595.0,34000.0,Luxury,Available
41,2023-03-28,Mercedes-Benz S-Class S400L Hybrid (COE till 11/2028),225000.0,39920.0,2018-11-14,3498.0,,Luxury,Available
42,2023-03-28,Mazda 3 1.6A SP (COE till 06/2023),3500.0,,2008-06-24,1598.0,,Sedan,Available
43,2023-03-28,Ferrari 599 F1 GTB Fiorano (COE till 06/2028),,,2008-07-01,5999.0,48000.0,Sports,Available
44,2023-03-28,Audi A3 Sedan 1.4A TFSI Ambiente,25555.0,19680.0,2014-02-26,1395.0,,Luxury,Available
45,2023-03-28,Scania KIB4X2 (COE till 04/2026),77800.0,25580.0,2011-04-12,8867.0,,Bus,Available
46,2023-03-28,Mercedes-Benz SLS AMG (COE till 07/2031),750000.0,89840.0,2011-08-15,6208.0,6000.0,Sports,Available
47,2023-03-28,Audi A1 Sportback 1.0A TFSI S-tronic,53999.0,17510.0,2016-01-29,999.0,72000.0,Hatchback,Available
48,2023-03-28,Toyota Corolla Altis 1.6A (COE till 07/2023),5000.0,,2008-07-30,1598.0,,Sedan,Available
49,2023-03-28,Lexus ES Hybrid ES300h Executive Sunroof,200000.0,26770.0,2019-08-30,2487.0,82000.0,Luxury,Available
50,2023-03-27,BMW M3 Convertible (COE till 02/2029),115000.0,19400.0,2010-01-27,3999.0,124000.0,Sports,Available
51,2023-03-27,Jaguar XE Diesel 2.0A Prestige,83000.0,16900.0,2017-03-06,1999.0,126475.0,Luxury,Available
52,2023-03-27,Mitsubishi Evolution 9 GT (New 10-yr COE),278888.0,27870.0,2006-03-03,1997.0,,Sports,Available
53,2023-03-27,Toyota Dyna 150 3.0M,51900.0,17510.0,2016-03-15,2982.0,85000.0,Truck,Available
54,2023-03-27,Citroen Berlingo 1.6A e-HDi,21800.0,7800.0,2016-01-12,1560.0,,Van,Available
55,2023-03-27,Volkswagen Golf 1.4A TSI,20000.0,,2013-07-31,1395.0,40000.0,Hatchback,Available
56,2023-03-27,Toyota Camry 2.5A,21800.0,,2013-04-25,2494.0,237092.0,Luxury,Available
57,2023-03-27,Honda Vezel 1.5A X,45800.0,14550.0,2016-01-29,1496.0,93000.0,SUV,Available
58,2023-03-27,Maserati Ghibli 3.0A V6 GranSport,298888.0,35870.0,2019-07-09,2979.0,28000.0,Luxury,Available
59,2023-03-27,Land Rover Defender 90 Hardtop,99999.0,40150.0,2015-09-23,2198.0,,Truck,Available
60,2023-03-27,Audi Q8 Mild Hybrid 3.0A TFSI Quattro Tip,267888.0,34580.0,2019-06-28,2995.0,19000.0,SUV,Available
61,2023-03-27,Volkswagen Touran 1.4A TSI,125000.0,17070.0,2019-10-24,1395.0,42500.0,MPV,Available
62,2023-03-27,Nissan Navara Double-Cab 2.5A (COE till 02/2028),74800.0,15180.0,2013-03-27,2488.0,36000.0,Truck,Available
63,2023-03-27,Honda CR-V 2.0A (COE till 05/2027),44800.0,10740.0,2007-05-29,1997.0,,SUV,Available
64,2023-03-27,SEAT Ibiza 1.0A EcoTSI,52900.0,12520.0,2017-04-06,999.0,93000.0,Hatchback,Available
65,2023-03-27,Toyota Hiace Commuter 3.0M (COE till 08/2027),40000.0,9050.0,2007-08-29,2982.0,,Bus,Available
66,2023-03-27,Subaru Forester 2.0X (COE till 07/2025),30500.0,13050.0,2010-07-29,1994.0,160000.0,SUV,Available
67,2023-03-27,MINI Cooper S Cabriolet 1.6A (COE till 06/2026),45500.0,13960.0,2006-09-01,1598.0,72111.0,Sports,Available
68,2023-03-27,Nissan Murano 2.5A Sunroof (COE till 09/2028),,,2008-09-29,2488.0,,SUV,SOLD
69,2023-03-27,Chevrolet Cruze 1.6A (COE till 06/2026),31800.0,9930.0,2011-06-10,1598.0,,Sedan,Available
70,2023-03-27,Toyota Alphard 2.5A S,,,2017-06-29,2493.0,,MPV,SOLD
71,2023-03-27,Toyota 86 2.0M (New 10-yr COE),158888.0,15880.0,2013-05-02,1998.0,91000.0,Sports,Available
72,2023-03-27,BMW 5 Series 523i (COE till 02/2031),93500.0,11810.0,2011-02-24,2497.0,120000.0,Luxury,Available
73,2023-03-27,Bentley Continental GT 4.0A V8 S,405000.0,99450.0,2015-10-23,3993.0,60000.0,Sports,Available
74,2023-03-27,Toyota Yaris Cross Hybrid 1.5A Excite,,,2021-04-22,1490.0,,SUV,SOLD
75,2023-03-27,Jaguar XE 2.0A Prestige,68500.0,16390.0,2015-10-19,1999.0,59117.0,Luxury,Available
76,2023-03-27,Mercedes-Benz S-Class S450L Mild Hybrid 4MATIC,488800.0,45910.0,2021-12-29,2999.0,18000.0,Luxury,Available
77,2023-03-27,Honda Civic SIR 4A (COE till 04/2028),68998.0,13540.0,1998-06-25,1595.0,202000.0,Sports,Available
78,2023-03-27,Lexus GS300 (COE till 06/2026),39800.0,12210.0,2006-09-30,2994.0,209300.0,Luxury,Available
79,2023-03-27,Mercedes-Benz CLS-Class CLS450 Mild Hybrid AMG Line 4MATIC,246800.0,29620.0,2019-01-28,2999.0,69000.0,Luxury,Available
80,2023-03-27,Mercedes-Benz Citan 109 CDI Van Extra-Long 2 Seaters,16800.0,11860.0,2014-08-27,1461.0,95000.0,Van,Available
81,2023-03-27,Honda Shuttle 1.5A G,48000.0,15380.0,2016-02-18,1496.0,124307.0,Stationwagon,Available
82,2023-03-27,Mercedes-Benz 300SL (COE till 10/2029),120000.0,18180.0,1990-10-30,2960.0,73900.0,Sports,Available
83,2023-03-27,Mercedes-Benz CLA-Class CLA45 S AMG 4MATIC+ Plus,323800.0,33300.0,2021-06-29,1991.0,9500.0,Sports,Available
84,2023-03-27,Nissan Qashqai 1.2A DIG-T,42000.0,12540.0,2016-01-19,1197.0,,SUV,Available
85,2023-03-27,BMW 3 Series 320i (COE till 03/2029),57000.0,9480.0,1992-04-24,1991.0,335000.0,Luxury,Available
86,2023-03-27,Porsche Boxster S 3.4A PDK,202888.0,180850.0,2014-01-02,3436.0,80888.0,Sports,Available
87,2023-03-27,Foton BJ1041,38000.0,13980.0,2015-12-15,2775.0,,Truck,Available
88,2023-03-26,Toyota Hiace 3.0M (COE till 06/2023),7000.0,,2008-06-20,2982.0,,Van,Available
89,2023-03-26,Volvo S60 T5,98800.0,15080.0,2018-10-22,1969.0,56000.0,Luxury,Available
90,2023-03-26,Hyundai Avante 1.6A Elite Sunroof,130000.0,13430.0,2022-08-11,1598.0,29000.0,Sedan,Available
91,2023-03-26,Mercedes-Benz B-Class B180 Style,69500.0,16710.0,2016-09-19,1595.0,105000.0,Hatchback,Available
92,2023-03-26,Mercedes-Benz C-Class C180K (COE till 12/2030),83800.0,10790.0,2011-10-06,1597.0,,Luxury,Available
93,2023-03-26,Audi A4 2.0A TFSI S-tronic,118888.0,18870.0,2018-07-04,1984.0,97000.0,Luxury,Available
94,2023-03-26,Mercedes-Benz C-Class C180 CGI,129800.0,,2013-04-18,1595.0,161000.0,Luxury,Available
95,2023-03-26,Lexus RX270 (COE till 07/2030),98000.0,13340.0,2010-11-03,2672.0,246500.0,SUV,Available
96,2023-03-26,Mercedes-Benz B-Class B180,30500.0,17720.0,2014-06-24,1595.0,145000.0,Hatchback,Available
97,2023-03-26,Toyota C-HR Hybrid 1.8A S,99800.0,14640.0,2019-05-14,1797.0,41269.0,SUV,Available
98,2023-03-26,Hyundai i30 Wagon 1.4A T-GDi DCT Turbo,78800.0,14190.0,2018-06-27,1353.0,69300.0,Stationwagon,Available
99,2023-03-26,Toyota Vellfire 2.5A Z G-Edition,127800.0,33450.0,2016-04-27,2493.0,73292.0,MPV,Available
100,2023-03-26,Volkswagen Polo 1.4A (COE till 04/2026),36800.0,12030.0,2011-04-19,1390.0,,Hatchback,Available
101,2023-03-26,Mercedes-Benz C-Class C180 (COE till 03/2030),68320.0,9740.0,2001-08-27,1998.0,182526.0,Luxury,Available
102,2023-03-26,Land Rover Range Rover Sport Diesel 3.0A,76999.0,,2013-06-21,2993.0,125595.0,SUV,Available
103,2023-03-26,Lexus IS Hybrid IS300h Executive,136800.0,20630.0,2018-10-10,2494.0,68000.0,Luxury,Available
104,2023-03-26,MINI Cooper S 1.6M (COE till 10/2029),158888.0,24090.0,2009-10-30,1598.0,,Sports,Available
105,2023-03-26,Mercedes-Benz E-Class E250,55888.0,21180.0,2014-07-18,1991.0,,Luxury,Available
106,2023-03-26,Toyota Wish 1.8A,,,2017-11-13,1798.0,,MPV,SOLD
107,2023-03-26,Volvo S80 T5,62800.0,16070.0,2016-04-12,1969.0,97968.0,Luxury,Available
108,2023-03-26,Honda City 1.5A V,61800.0,12480.0,2017-09-26,1497.0,54900.0,Sedan,Available
109,2023-03-26,Volkswagen Golf GTI 5DR (COE till 11/2026),61500.0,16890.0,2006-11-17,1984.0,,Sports,Available
110,2023-03-26,Audi A3 Sportback 1.4A TFSI CoD S-tronic,100888.0,15870.0,2018-09-18,1395.0,85000.0,Hatchback,Available
111,2023-03-26,Mercedes-Benz SLK-Class SLK200K (COE till 10/2028),69800.0,12510.0,2008-10-24,1796.0,172000.0,Sports,Available
112,2023-03-26,Toyota Estima 2.4A Aeras Moonroof,,,2015-01-14,2362.0,,MPV,SOLD
113,2023-03-26,Volkswagen Golf GTI 5DR Sunroof (COE till 09/2029),86000.0,13220.0,2009-09-28,1984.0,172000.0,Sports,Available
114,2023-03-26,BMW X4 xDrive20i M-Sport Sunroof,,,2016-10-07,1997.0,39000.0,SUV,Available
115,2023-03-26,BMW 5 Series 530i M-Sport,132000.0,23940.0,2017-05-02,1998.0,125000.0,Luxury,Available
116,2023-03-26,Hyundai Elantra 1.6A GLS,73000.0,12230.0,2018-10-03,1591.0,38943.0,Sedan,Available
117,2023-03-26,Toyota ProAce 2.0M Comfort,41888.0,9470.0,2017-08-29,1997.0,127000.0,Van,Available
118,2023-03-26,BMW 2 Series 218i Convertible,79800.0,23950.0,2015-12-18,1499.0,42000.0,Sports,Available
119,2023-03-26,Toyota Liteace 1.5A GL,53800.0,8130.0,2019-11-07,1495.0,65000.0,Van,Available
120,2023-03-26,Audi RS 3 Sedan 2.5A TFSI Quattro S-tronic,233000.0,44050.0,2017-07-20,2480.0,,Sports,Available
121,2023-03-26,BMW 3 Series 325Ci Cabriolet (COE till 03/2029),86000.0,14300.0,2001-08-16,2494.0,,Sports,Available
122,2023-03-26,Maserati Ghibli 3.0A,117000.0,61400.0,2014-03-31,2979.0,81000.0,Luxury,Available
123,2023-03-26,BMW 4 Series 420i Convertible Sport,94888.0,26340.0,2015-09-29,1997.0,73200.0,Sports,Available
124,2023-03-26,Land Rover Freelander 2 3.2A HSE (COE till 04/2029),80000.0,13120.0,2009-09-04,3192.0,212000.0,SUV,Available
125,2023-03-26,Volvo V40 Cross Country T4 Sunroof (OPC),98000.0,16180.0,2018-05-30,1969.0,30000.0,Hatchback,Available
126,2023-03-26,Jaguar E-PACE Mild Hybrid 1.5A SE,169888.0,18900.0,2021-05-21,1498.0,29000.0,SUV,Available
127,2023-03-26,Land Rover Range Rover Sport 5.0A SVR V8 Supercharged Carbon Edition,498000.0,43380.0,2022-01-10,4999.0,13500.0,SUV,Available
128,2023-03-26,Toyota Alphard 2.5A S C-Package,135000.0,43210.0,2015-11-05,2493.0,110000.0,MPV,Available
129,2023-03-25,Toyota Wish 1.8A X (COE till 03/2029),87000.0,14470.0,2009-07-14,1797.0,,MPV,Available
130,2023-03-25,Jaguar F-PACE 2.0A Prestige,188800.0,22200.0,2020-07-29,1997.0,31700.0,SUV,Available
131,2023-03-25,Toyota Harrier Hybrid 2.5A Premium,199800.0,19930.0,2022-05-25,2487.0,6700.0,SUV,Available
132,2023-03-25,Nissan NV200 1.6A DX,43800.0,8820.0,2018-03-15,1597.0,115000.0,Van,Available
133,2023-03-25,Honda Fit 1.3A G (COE till 03/2025),,,2010-03-26,1339.0,,Hatchback,SOLD
134,2023-03-25,Volkswagen Scirocco 1.4A TSI (COE till 01/2031),,,2011-06-08,1390.0,,Sports,SOLD
135,2023-03-25,Mercedes-Benz C-Class C200 Cabriolet AMG Line Premium Plus,,,2017-01-11,1991.0,,Sports,SOLD
136,2023-03-25,Land Rover Defender 90 Hardtop,110000.0,42850.0,2015-10-21,2198.0,,Truck,Available
137,2023-03-25,BMW 3 Series 328i Gran Turismo Sunroof,54800.0,17170.0,2014-08-28,1997.0,143000.0,Luxury,Available
138,2023-03-25,Porsche Macan Diesel S 3.0A PDK,169800.0,34310.0,2016-09-16,2967.0,111800.0,SUV,Available
139,2023-03-25,Audi A3 Sportback 1.4A TFSI S-tronic Ambiente,19800.0,,2013-09-27,1395.0,92000.0,Hatchback,Available
140,2023-03-25,BMW 5 Series 520i,178800.0,22170.0,2019-10-30,1998.0,55125.0,Luxury,Available
141,2023-03-25,Toyota Hilux Double-Cab (COE till 03/2027),42800.0,10800.0,2007-03-14,2982.0,110000.0,Truck,Available
142,2023-03-25,Toyota Townace 1.5A (COE till 09/2023),7900.0,,2008-09-19,1495.0,,Van,Available
143,2023-03-25,Toyota Vios 1.5A E (COE till 10/2023),8000.0,13970.0,2008-10-24,1497.0,188000.0,Sedan,Available
144,2023-03-25,Honda Airwave 1.5A M (COE till 10/2024),18800.0,11770.0,2009-11-03,1496.0,199800.0,Stationwagon,Available
145,2023-03-25,Mercedes-Benz C-Class C180 Avantgarde,75500.0,20110.0,2016-01-28,1595.0,68117.0,Luxury,Available
146,2023-03-25,Mercedes-Benz C-Class C180 Avantgarde,60300.0,20730.0,2015-05-21,1595.0,56112.0,Luxury,Available
147,2023-03-25,Mercedes-Benz CLA-Class CLA200 (New 10-yr COE),115800.0,11570.0,2013-08-06,1595.0,125000.0,Luxury,Available
148,2023-03-25,Volkswagen Golf GTI 5DR (COE till 02/2029),96888.0,16340.0,2009-05-28,1984.0,180000.0,Sports,Available
149,2023-03-25,Nissan X-Trail 2.0A 7-Seater Sunroof,65888.0,17420.0,2016-05-06,1997.0,82000.0,SUV,Available
150,2023-03-25,BMW 7 Series 740Li Sunroof,102800.0,24280.0,2015-05-22,2979.0,189000.0,Luxury,Available
151,2023-03-25,Lexus IS250 (COE till 11/2028),84888.0,14940.0,2008-12-27,2500.0,153000.0,Luxury,Available
152,2023-03-25,Renault Megane GT 1.6A,103000.0,15390.0,2019-01-18,1618.0,54000.0,Hatchback,Available
153,2023-03-25,Mercedes-Benz A-Class A200 Urban,30399.0,32980.0,2013-11-22,1595.0,44999.0,Hatchback,Available
154,2023-03-25,Mercedes-Benz E-Class E200,37888.0,,2013-06-28,1991.0,66000.0,Luxury,Available
155,2023-03-25,Honda Accord 2.0A VTi-S,77000.0,16820.0,2016-10-26,1997.0,43200.0,Luxury,Available
156,2023-03-25,Mercedes-Benz A-Class Saloon A200 Progressive,,,2019-12-02,1332.0,,Luxury,SOLD
157,2023-03-25,Mercedes-Benz E-Class E300 Coupe AMG Line,171800.0,28380.0,2017-10-31,1991.0,45883.0,Sports,Available
158,2023-03-25,Mercedes-Benz E-Class E250 CGI (COE till 10/2030),,,2011-06-30,1796.0,,Luxury,SOLD
159,2023-03-25,Audi Q5 2.0A TFSI Quattro (COE till 04/2024),25800.0,23600.0,2009-05-26,1984.0,141122.0,SUV,Available
160,2023-03-25,Toyota Harrier 2.0A Premium Panoramic Roof,,,2017-08-31,1986.0,63000.0,SUV,Available
161,2023-03-25,Mitsubishi Fuso Canter FEB71,29999.0,22080.0,2014-08-06,2998.0,,Truck,Available
162,2023-03-25,Opel Crossland 1.2A X Turbo,88000.0,11220.0,2020-08-26,1199.0,14000.0,SUV,Available
163,2023-03-25,Nissan Teana 2.5A (COE till 08/2028),51500.0,9480.0,2008-09-05,2496.0,146000.0,Luxury,Available
164,2023-03-25,Ferrari Testarossa (COE till 03/2029),318000.0,52880.0,1990-01-03,4942.0,39000.0,Sports,Available
165,2023-03-25,BMW X2 sDrive20i M-Sport,136000.0,18440.0,2019-01-15,1998.0,45000.0,SUV,Available
166,2023-03-25,Mercedes-Benz C-Class C180K (COE till 12/2026),58800.0,15620.0,2012-02-14,1597.0,,Luxury,Available
167,2023-03-25,Opel Astra 1.0A,,,2017-07-28,999.0,,Hatchback,SOLD
168,2023-03-25,Mitsubishi Evolution 10 GSR (COE till 11/2027),118800.0,25390.0,2008-04-25,1998.0,123000.0,Sports,Available
169,2023-03-25,Kia Sorento Diesel 2.2A CRDi Sunroof,99000.0,18000.0,2017-11-08,2199.0,,SUV,Available
170,2023-03-24,Kia Cerato Forte 1.6A SX (COE till 08/2025),,,2010-10-28,1591.0,,Sedan,SOLD
171,2023-03-24,Toyota Vios 1.5A G,,,2014-05-28,1497.0,,Sedan,SOLD
172,2023-03-24,Volkswagen Beetle 1.2A TSI Sunroof,66910.0,17220.0,2016-07-28,1197.0,31500.0,Hatchback,Available
173,2023-03-24,Mazda 3 1.5A,,,2014-04-30,1496.0,,Sedan,SOLD
174,2023-03-24,Hyundai Elantra 1.6A GLS,,,2017-06-21,1591.0,,Sedan,SOLD
175,2023-03-24,Mercedes-Benz B-Class B170 (COE till 01/2024),13888.0,16400.0,2009-03-23,1699.0,160000.0,Hatchback,Available
176,2023-03-24,TD 2000 2.0A (COE till 09/2025),98000.0,39920.0,2005-09-10,1998.0,10900.0,Others,Available
177,2023-03-24,Renault Megane Sedan Diesel 1.5A dCi,59800.0,14360.0,2017-03-24,1461.0,110000.0,Sedan,Available
178,2023-03-24,Mercedes-Benz E-Class E200ML (COE till 03/2029),58800.0,9780.0,2000-12-13,1998.0,137000.0,Luxury,Available
179,2023-03-24,Honda Civic Type R 2.0M (COE till 12/2028),141900.0,24760.0,2008-12-19,1998.0,,Sports,Available
180,2023-03-24,Porsche Macan 2.0A PDK,268800.0,37490.0,2019-04-05,1984.0,16000.0,SUV,Available
181,2023-03-24,MINI John Cooper Works 2.0A 3DR,143900.0,20820.0,2019-01-31,1998.0,52000.0,Sports,Available
182,2023-03-24,Kia Stonic Mild Hybrid 1.0A EX,112888.0,12420.0,2022-02-14,998.0,28000.0,SUV,Available
183,2023-03-24,Suzuki Vitara 1.6A JLX (COE till 03/2029),69800.0,11610.0,1991-10-02,1590.0,,SUV,Available
184,2023-03-24,Mercedes-Benz SLK-Class SLK200K (COE till 04/2029),79800.0,13190.0,2009-04-14,1796.0,109000.0,Sports,Available
185,2023-03-24,Subaru Forester 2.0i-S EyeSight Sunroof,113000.0,15760.0,2019-10-31,1995.0,70000.0,SUV,Available
186,2023-03-24,Isuzu NQR75U,42800.0,14960.0,2016-02-05,5193.0,,Truck,Available
187,2023-03-24,Toyota Harrier 2.0A Elegance,78000.0,20590.0,2016-05-26,1986.0,102931.0,SUV,Available
188,2023-03-24,Chevrolet Cruze 1.6A (OPC),35000.0,9720.0,2016-01-29,1598.0,65800.0,Sedan,Available
189,2023-03-24,Nissan Sunny 1.6A EX (COE till 10/2028),46800.0,8430.0,2008-10-14,1597.0,66000.0,Sedan,Available
190,2023-03-24,MG ZS Electric Deluxe,136600.0,14930.0,2022-05-20,,8000.0,SUV,Available
191,2023-03-24,BMW 5 Series 535i Sunroof (COE till 08/2025),42888.0,17650.0,2010-10-07,2979.0,170000.0,Luxury,Available
192,2023-03-24,BMW X4 xDrive20i M-Sport,249800.0,27240.0,2021-03-30,1998.0,14000.0,SUV,Available
193,2023-03-24,Nissan Cabstar,54800.0,11520.0,2017-12-29,2953.0,,Truck,Available
194,2023-03-24,Audi A6 2.0A TFSI MU,,,2015-03-24,1984.0,,Luxury,SOLD
195,2023-03-24,BMW 7 Series 730Li Sunroof,105888.0,22890.0,2015-06-26,2996.0,113000.0,Luxury,Available
196,2023-03-24,Mitsubishi Evolution 10 GSR (COE till 05/2028),168688.0,32560.0,2008-11-28,1998.0,27000.0,Sports,Available
197,2023-03-24,Mercedes-Benz V-Class V250d Avantgarde LWB,190000.0,34680.0,2017-04-27,2143.0,120000.0,MPV,Available
198,2023-03-24,Volkswagen Golf GTI E35 5DR (COE till 10/2031),111666.0,12980.0,2012-02-17,1984.0,150000.0,Sports,Available
199,2023-03-24,Maserati GranTurismo 4.2A (COE till 01/2028),108888.0,22830.0,2008-01-03,4244.0,136000.0,Sports,Available
200,2023-03-24,Mercedes-Benz B-Class B180 Style,,,2015-05-05,1595.0,,Hatchback,SOLD
201,2023-03-24,Mercedes-Benz C-Class C180 Avantgarde,58388.0,20740.0,2015-04-17,1595.0,120000.0,Luxury,Available
202,2023-03-24,Mercedes-Benz E-Class E200,77000.0,19810.0,2015-08-26,1991.0,120000.0,Luxury,Available
203,2023-03-24,Opel Combo 1.5A Turbo,85800.0,10460.0,2021-06-09,1499.0,35000.0,Van,Available
204,2023-03-24,Volkswagen Passat 1.4A TSI,43800.0,16920.0,2015-03-31,1390.0,88000.0,Luxury,Available
205,2023-03-24,BMW 5 Series 520i Luxury,,,2015-05-19,1997.0,,Luxury,SOLD
206,2023-03-24,Honda Fit 1.3A G (COE till 01/2024),9800.0,12290.0,2009-01-14,1339.0,,Hatchback,Available
207,2023-03-24,Ferrari California 4.3A (COE till 04/2031),399000.0,49280.0,2011-11-29,4297.0,36000.0,Sports,Available
208,2023-03-24,Mercedes-Benz A-Class A200 (New 10-yr COE),116000.0,11590.0,2013-04-22,1595.0,115200.0,Hatchback,Available
209,2023-03-24,Toyota Corolla Altis 1.6A Elegance,120000.0,18060.0,2019-04-03,1598.0,62100.0,Sedan,Available
210,2023-03-24,Porsche Macan 2.0A PDK,275000.0,30980.0,2020-09-11,1984.0,31000.0,SUV,Available
211,2023-03-24,Honda Civic Type R 2.0M (COE till 04/2028),115800.0,22930.0,2008-04-14,1998.0,,Sports,Available
212,2023-03-24,Hyundai Starex 2.5A CRDi (New 5-yr COE),52800.0,10550.0,2008-05-13,2497.0,,Van,Available
213,2023-03-24,Porsche Cayenne Hybrid S 3.0A (COE till 06/2031),150888.0,18300.0,2011-06-24,2995.0,160000.0,SUV,Available
214,2023-03-24,Subaru Impreza WRX 5D 2.5M STI (COE till 02/2029),111000.0,18720.0,2009-03-27,2457.0,325000.0,Sports,Available
215,2023-03-24,BMW 3 Series 335i Gran Turismo M-Sport,58000.0,26730.0,2013-10-31,2979.0,129000.0,Luxury,Available
216,2023-03-23,Honda Civic 1.6A VTi,,,2018-12-12,1597.0,75000.0,Sedan,Available
217,2023-03-23,BMW 5 Series 520i (COE till 02/2028),55000.0,11170.0,2008-02-28,1995.0,185000.0,Luxury,Available
218,2023-03-23,Mitsubishi Fuso Canter FEA01,71388.0,12220.0,2019-01-29,2998.0,69600.0,Truck,Available
